0.283660948277,5316
0.186511769891,5313
0.087498821318,5309
-0.012388037518,5289
-0.112152591348,5330
-0.210795775056,5350
-0.307332187891,5372
-0.400799721479,5381
-0.490261018276,5394
-0.574823915958,5413
-0.653643429279,5431
-0.725931942463,5390
-0.790967345238,5404
-0.848099648952,5421
-0.896758258343,5433
-0.936456620693,5443
-0.966798186302,5461
-0.987479627132,5477
-0.998295187950,5490
-0.999135434628,5515
-0.989992499352,5519
-0.970958292484,5537
-0.942222058773,5549
-0.904072165489,5564
-0.856888592243,5587
-0.801143646240,5602
-0.737393736839,5621
-0.666276097298,5645
-0.588501155376,5670
-0.504845917225,5690
-0.416146814823,5705
-0.323289513588,5678
-0.227202013135,5697
-0.128844514489,5722
-0.029199611396,5710
0.070737205446,5765
0.169967174530,5822
0.267498940229,5873
0.362357735634,5908
0.453596085310,5957
0.540302276611,6019
0.621609985828,6031
0.696706712246,6081
0.764842212200,6148
0.825335621834,6095
0.877582609653,6189
0.921061038971,6121
0.955336451530,6135
0.980066597462,6163
0.995004177094,6220
1.000000000000,2734
0.995004177094,6220
0.980066597462,6163
0.955336451530,6135
0.921061038971,6121
0.877582609653,6189
0.825335621834,6095
0.764842212200,6148
0.696706712246,6081
0.621609985828,6031
0.540302276611,6019
0.453596085310,5957
0.362357735634,5908
0.267498940229,5873
0.169967174530,5822
0.070737205446,5765
-0.029199611396,5710
-0.128844514489,5722
-0.227202013135,5697
-0.323289513588,5678
-0.416146814823,5705
-0.504845917225,5690
-0.588501155376,5670
-0.666276097298,5645
-0.737393736839,5621
-0.801143646240,5602
-0.856888592243,5587
-0.904072165489,5564
-0.942222058773,5549
-0.970958292484,5537
-0.989992499352,5519
-0.999135434628,5515
-0.998295187950,5490
-0.987479627132,5477
-0.966798186302,5461
-0.936456620693,5443
-0.896758258343,5433
-0.848099648952,5421
-0.790967345238,5404
-0.725931942463,5390
-0.653643429279,5431
-0.574823915958,5413
-0.490261018276,5394
-0.400799721479,5381
-0.307332187891,5372
-0.210795775056,5350
-0.112152591348,5330
-0.012388037518,5289
0.087498821318,5309
0.186511769891,5313
